symbol,exchange,date,adjusted close,option symbol,expiration,strike,log(strike),call/put,style,ask,log(ask),bid,log(bid),mean price,log(mean price),iv,volume,log(volume),open interest,log(open interest),stock price for iv,*,delta,vega,gamma,theta,rho
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00014000,20-12-2019,14,1.146128036,P,A,0.66,-0.180456064,0.53,-0.27572413,0.595,-0.225483034,0.927207,1069,3.028977705,3294,3.517723595,14.39,,-0.392994,0.008265,0.195725,-0.047429,-0.001241
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00014500,20-12-2019,14.5,1.161368002,C,A,0.99,-0.004364805,0.78,-0.107905397,0.885,-0.053056729,1.098854,1131,3.053462605,392,2.593286067,14.39,,0.514721,0.008493,0.1703,-0.058645,0.001429
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00014500,20-12-2019,14.5,1.161368002,P,A,0.95,-0.022276395,0.78,-0.107905397,0.865,-0.062983893,0.950896,1299,3.113609151,2959,3.471144965,14.39,,-0.492598,0.00851,0.197778,-0.050344,-0.001552
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00015000,20-12-2019,15,1.176091259,C,A,0.79,-0.102372909,0.66,-0.180456064,0.725,-0.139661993,1.15182,2040,3.309630167,1818,3.259593879,14.39,,0.438041,0.008396,0.160615,-0.060714,0.001223
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00015000,20-12-2019,15,1.176091259,P,A,1.34,0.127104798,1.14,0.056904851,1.24,0.093421685,1.043702,2995,3.476396827,3496,3.543571424,14.39,,-0.57522,0.008398,0.177054,-0.05425,-0.001817
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00015500,20-12-2019,15.5,1.190331698,C,A,0.72,-0.142667504,0.48,-0.318758763,0.6,-0.22184875,1.20549,612,2.786751422,454,2.657055853,14.39,,0.372608,0.008062,0.147352,-0.060971,0.001044
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00015500,20-12-2019,15.5,1.190331698,P,A,1.8,0.255272505,1.4,0.146128036,1.6,0.204119983,1.073422,327,2.514547753,596,2.77524626,14.39,,-0.650543,0.007959,0.162668,-0.052638,-0.00204
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00016000,20-12-2019,16,1.204119983,C,A,0.61,-0.214670165,0.42,-0.37675071,0.515,-0.288192771,1.276114,1754,3.244029589,1519,3.181557774,14.39,,0.321018,0.007629,0.131716,-0.061042,0.0009
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00016000,20-12-2019,16,1.204119983,P,A,2.16,0.334453751,1.91,0.281033367,2.035,0.308564414,1.16327,919,2.963315511,1904,3.279666944,14.39,,-0.701665,0.007239,0.140716,-0.053428,-0.002203
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00016500,20-12-2019,16.5,1.217483944,C,A,0.45,-0.346787486,0.3,-0.522878745,0.375,-0.425968732,1.24085,511,2.7084209,1355,3.131939295,14.39,,0.257566,0.006877,0.122107,-0.053492,0.00073
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00016500,20-12-2019,16.5,1.217483944,P,A,2.6,0.414973348,2.28,0.357934847,2.44,0.387389826,1.182422,81,1.908485019,233,2.367355921,14.39,,-0.75625,0.006847,0.125177,-0.049002,-0.002351
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00017000,20-12-2019,17,1.230448921,C,A,0.35,-0.455931956,0.29,-0.537602002,0.32,-0.494850022,1.297149,857,2.932980822,1422,3.152899596,14.39,,0.220675,0.006319,0.107335,-0.051368,0.000626
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00017000,20-12-2019,17,1.230448921,P,A,3.1,0.491361694,2.71,0.432969291,2.905,0.463146137,1.266111,337,2.527629901,4383,3.641771471,14.39,,-0.787088,0.00641,0.108364,-0.048589,-0.002458
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00017500,20-12-2019,17.5,1.243038049,C,A,0.29,-0.537602002,0.24,-0.619788758,0.265,-0.576754126,1.332492,249,2.396199347,1180,3.071882007,14.39,,0.186391,0.005713,0.094469,-0.047696,0.00053
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00017500,20-12-2019,17.5,1.243038049,P,A,3.5,0.544068044,3.2,0.505149978,3.35,0.525044807,1.298197,34,1.531478917,210,2.322219295,14.39,,-0.822129,0.005374,0.094783,-0.044579,-0.002538
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00018000,20-12-2019,18,1.255272505,C,A,0.27,-0.568636236,0.23,-0.638272164,0.25,-0.602059991,1.422294,1780,3.250420002,4177,3.620864475,14.39,,0.169558,0.005382,0.083376,-0.047949,0.00048
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00018000,20-12-2019,18,1.255272505,P,A,4.1,0.612783857,3.6,0.556302501,3.85,0.58546073,1.41384,138,2.139879086,6190,3.791690649,14.39,,-0.833007,0.005442,0.083552,-0.046612,-0.002625
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00018500,20-12-2019,18.5,1.267171728,C,A,0.35,-0.455931956,0.13,-0.886056648,0.24,-0.619788758,1.481831,617,2.790285164,861,2.935003151,14.39,*,0.150624,0.004981,0.074062,-0.046225,0.000426
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00018500,20-12-2019,18.5,1.267171728,P,A,5.2,0.716003344,3,0.477121255,4.1,0.612783857,1.428836,10,1,173,2.238046103,14.39,*,-0.861082,0.004931,0.073284,-0.041634,-0.00267
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00019000,20-12-2019,19,1.278753601,C,A,0.24,-0.619788758,0.1,-1,0.17,-0.769551079,1.541367,465,2.667452953,1209,3.082426301,14.39,*,0.135219,0.004631,0.066193,-0.044693,0.000382
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00019000,20-12-2019,19,1.278753601,P,A,4.8,0.681241237,4.6,0.662757832,4.7,0.672097858,1.443833,68,1.832508913,625,2.795880017,14.39,*,-0.884532,0.004423,0.063841,-0.036907,-0.002696
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00019500,20-12-2019,19.5,1.290034611,C,A,0.22,-0.657577319,0.09,-1.045757491,0.155,-0.809668302,1.600904,383,2.583198774,245,2.389166084,14.39,*,0.122614,0.004327,0.059549,-0.043368,0.000346
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00020000,20-12-2019,20,1.301029996,C,A,0.24,-0.619788758,0.1,-1,0.17,-0.769551079,1.660441,1473,3.168202747,13580,4.13289977,14.39,*,0.112243,0.004064,0.05393,-0.042247,0.000316
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00020000,20-12-2019,20,1.301029996,P,A,6.15,0.788875116,5.35,0.728353782,5.75,0.759667845,1.473825,96,1.982271233,9439,3.974925986,14.39,*,-0.920392,0.00338,0.047754,-0.028509,-0.002685
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00020500,20-12-2019,20.5,1.311753861,C,A,0.23,-0.638272164,0.1,-1,0.165,-0.782516056,1.719977,87,1.939519253,166,2.220108088,14.39,*,0.103663,0.003838,0.049166,-0.041322,0.000291
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00020500,20-12-2019,20.5,1.311753861,P,A,6.4,0.806179974,5.75,0.759667845,6.075,0.783546282,1.488822,12,1.079181246,105,2.021189299,14.39,*,-0.933819,0.002756,0.041127,-0.024911,-0.002659
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00021000,20-12-2019,21,1.322219295,C,A,0.19,-0.721246399,0.12,-0.920818754,0.155,-0.809668302,1.779514,352,2.546542663,856,2.932473765,14.39,,0.096532,0.003643,0.045111,-0.040581,0.00027
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00021000,20-12-2019,21,1.322219295,P,A,7.1,0.851258349,6.25,0.795880017,6.675,0.82445127,1.503818,22,1.342422681,235,2.371067862,14.39,,-0.944929,0.002568,0.035358,-0.021703,-0.002623
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00021500,20-12-2019,21.5,1.33243846,C,A,0.2,-0.698970004,0.05,-1.301029996,0.125,-0.903089987,1.842685,30,1.477121255,160,2.204119983,14.39,*,0.091101,0.003491,0.041742,-0.04026,0.000255
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00021500,20-12-2019,21.5,1.33243846,P,A,7.5,0.875061263,6.7,0.826074803,7.1,0.851258349,1.704837,20,1.301029996,63,1.799340549,14.39,*,-0.929669,0.003061,0.037571,-0.029982,-0.002835
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00022000,20-12-2019,22,1.342422681,C,A,0.19,-0.721246399,0.1,-1,0.145,-0.838631998,1.905856,74,1.86923172,1584,3.199755177,14.39,,0.086588,0.003361,0.03886,-0.040092,0.000241
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00022000,20-12-2019,22,1.342422681,P,A,8.75,0.942008053,6.2,0.792391689,7.475,0.873611197,1.905856,21,1.322219295,549,2.739572344,14.39,*,-0.914795,0.003599,0.038784,-0.038953,-0.003006
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00022500,20-12-2019,22.5,1.352182518,C,A,0.18,-0.744727495,0.05,-1.301029996,0.115,-0.93930216,1.905856,61,1.785329835,506,2.704150517,14.39,*,0.074691,0.003006,0.034754,-0.035855,0.000209
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00022500,20-12-2019,22.5,1.352182518,P,A,9.85,0.99343623,7.05,0.848189117,8.45,0.926856709,1.905856,2,0.301029996,89,1.949390007,14.39,*,-0.926617,0.003129,0.034675,-0.034687,-0.002992
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00023000,20-12-2019,23,1.361727836,C,A,0.23,-0.638272164,0.05,-1.301029996,0.14,-0.853871964,1.905856,120,2.079181246,3949,3.596487134,14.39,*,0.064304,0.002679,0.030968,-0.031948,0.00018
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00023000,20-12-2019,23,1.361727836,P,A,9,0.954242509,8.2,0.913813852,8.6,0.934498451,1.905856,303,2.481442629,472,2.673941999,14.39,*,-0.936849,0.002689,0.030912,-0.030779,-0.002971
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00023500,20-12-2019,23.5,1.371067862,C,A,0.12,-0.920818754,0.05,-1.301029996,0.085,-1.070581074,1.905856,75,1.875061263,961,2.982723388,14.39,*,0.055263,0.002379,0.027501,-0.02837,0.000155
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00024000,20-12-2019,24,1.380211242,C,A,0.31,-0.508638306,0.06,-1.22184875,0.185,-0.732828272,1.905856,140,2.146128036,914,2.960946196,14.39,*,0.047415,0.002106,0.024346,-0.025114,0.000134
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00024000,20-12-2019,24,1.380211242,P,A,11.3,1.053078443,8.05,0.90579588,9.675,0.985650974,1.905856,6,0.77815125,370,2.568201724,14.39,*,-0.95399,0.001922,0.024216,-0.023821,-0.002871
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00025000,20-12-2019,25,1.397940009,C,A,0.24,-0.619788758,0.04,-1.397940009,0.14,-0.853871964,1.905856,368,2.565847819,24219,4.384156207,14.39,*,0.034752,0.001637,0.01892,-0.019516,0.000099
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00025000,20-12-2019,25,1.397940009,P,A,12.5,1.096910013,9,0.954242509,10.75,1.031408464,1.905856,4,0.602059991,20735,4.31670404,14.39,*,-0.966626,0.001605,0.0188,-0.018185,-0.002738
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00026000,20-12-2019,26,1.414973348,P,A,12.35,1.091666958,10.85,1.035429738,11.6,1.064457989,1.905856,16,1.204119983,138,2.139879086,14.39,*,-0.976118,0.001315,0.014428,-0.013625,-0.002556
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00027000,20-12-2019,27,1.431363764,C,A,0.21,-0.677780705,0.05,-1.301029996,0.13,-0.886056648,1.905856,23,1.361727836,802,2.904174368,14.39,*,0.018404,0.000961,0.011111,-0.01146,0.000053
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00028000,20-12-2019,28,1.447158031,P,A,15.25,1.183269844,12.05,1.080987047,13.65,1.135132651,1.905856,5,0.698970004,155,2.190331698,14.39,*,-0.988175,0.00067,0.008347,-0.007255,-0.002071
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00030000,20-12-2019,30,1.477121255,C,A,0.14,-0.853871964,0.04,-1.397940009,0.09,-1.045757491,1.905856,39,1.591064607,1539,3.18723862,14.39,*,0.006922,0.000411,0.004752,-0.004901,0.00002
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00030000,20-12-2019,30,1.477121255,P,A,17.55,1.244277121,14,1.146128036,15.775,1.197969368,1.905856,4,0.602059991,421,2.624282096,14.39,*,-0.994692,0.000346,0.004731,-0.003428,-0.001424
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00033000,20-12-2019,33,1.51851394,P,A,20.65,1.314920056,17,1.230448921,18.825,1.274734985,1.905856,3,0.477121255,88,1.944482672,14.39,*,-0.999201,0.000059,0.001854,-0.000562,-0.000192
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220C00035000,20-12-2019,35,1.544068044,C,A,0.07,-1.15490196,0.02,-1.698970004,0.045,-1.346787486,1.905856,10,1,1233,3.090963077,14.39,*,0.001316,0.000092,0.001067,-0.0011,0.000004
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00035000,20-12-2019,35,1.544068044,P,A,22.7,1.356025857,19,1.278753601,20.85,1.319106059,1.905856,3,0.477121255,156,2.193124598,14.39,*,-1,0,0.000122,0,0
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00038000,20-12-2019,38,1.579783597,P,A,25.2,1.401400541,22.15,1.345373731,23.675,1.374289988,1.905856,4,0.602059991,231,2.36361198,14.39,*,-1,0,0,0,0
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191220P00080000,20-12-2019,80,1.903089987,P,A,67.05,1.826398782,63.95,1.805840549,65.5,1.8162413,1.905856,1,0,1,0,14.39,*,-1,0,0,0,0
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00011500,27-12-2019,11.5,1.06069784,P,A,0.2,-0.698970004,0.02,-1.698970004,0.11,-0.958607315,0.887373,50,1.698970004,223,2.348304863,14.39,*,-0.089804,0.004706,0.062802,-0.01396,-0.000551
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00012000,27-12-2019,12,1.079181246,P,A,0.26,-0.585026652,0.06,-1.22184875,0.16,-0.795880017,0.887373,93,1.968482949,298,2.474216264,14.39,*,-0.134876,0.00633,0.083822,-0.01862,-0.000876
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00012500,27-12-2019,12.5,1.096910013,C,A,2.39,0.378397901,2.08,0.318063335,2.235,0.349277527,0.936926,1,0,22,1.342422681,14.39,,0.799579,0.008177,0.102561,-0.025986,0.00381
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00012500,27-12-2019,12.5,1.096910013,P,A,0.38,-0.420216403,0.16,-0.795880017,0.27,-0.568636236,0.936926,40,1.602059991,333,2.522444234,14.39,*,-0.200289,0.008127,0.102924,-0.025474,-0.001236
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00013000,27-12-2019,13,1.113943352,C,A,2.03,0.307496038,1.75,0.243038049,1.89,0.276461804,0.94569,204,2.309630167,131,2.117271296,14.39,,0.735495,0.009546,0.118617,-0.030512,0.003573
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00013000,27-12-2019,13,1.113943352,P,A,0.46,-0.337242168,0.36,-0.443697499,0.41,-0.387216143,0.859545,331,2.519827994,667,2.824125834,14.39,,-0.249965,0.009453,0.127305,-0.026487,-0.001521
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00013500,27-12-2019,13.5,1.130333768,C,A,1.69,0.227886705,1.38,0.139879086,1.535,0.18610838,0.908783,162,2.209515015,13,1.113943352,14.39,,0.670971,0.010552,0.136443,-0.032357,0.003337
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00013500,27-12-2019,13.5,1.130333768,P,A,0.7,-0.15490196,0.52,-0.283996656,0.61,-0.214670165,0.883608,198,2.29666519,310,2.491361694,14.39,,-0.32643,0.010552,0.140493,-0.030859,-0.001991
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00014000,27-12-2019,14,1.146128036,C,A,1.57,0.195899652,1.2,0.079181246,1.385,0.141449773,1.024996,214,2.330413773,104,2.017033339,14.39,,0.594686,0.011308,0.129646,-0.038984,0.002948
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00014000,27-12-2019,14,1.146128036,P,A,1.1,0.041392685,0.85,-0.070581074,0.975,-0.010995384,1.014814,203,2.307496038,2598,3.414639147,14.39,,-0.40535,0.011295,0.131563,-0.038105,-0.002517
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00014500,27-12-2019,14.5,1.161368002,C,A,1.36,0.133538908,1.01,0.004321374,1.185,0.07371835,1.058812,168,2.225309282,287,2.457881897,14.39,,0.529981,0.011605,0.128796,-0.041269,0.002647
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00014500,27-12-2019,14.5,1.161368002,P,A,1.25,0.096910013,1.04,0.017033339,1.145,0.058805487,0.937046,228,2.357934847,344,2.536558443,14.39,,-0.476872,0.011626,0.146405,-0.036079,-0.002906
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00015000,27-12-2019,15,1.176091259,C,A,1.14,0.056904851,0.91,-0.040958608,1.025,0.010723865,1.098964,311,2.492760389,298,2.474216264,14.39,,0.471417,0.011608,0.124122,-0.042801,0.002367
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00015000,27-12-2019,15,1.176091259,P,A,1.86,0.269512944,1.25,0.096910013,1.555,0.191730393,1.038607,278,2.444044796,804,2.905256049,14.39,,-0.53572,0.011696,0.131939,-0.039925,-0.003305
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00015500,27-12-2019,15.5,1.190331698,C,A,1.02,0.008600172,0.71,-0.148741651,0.865,-0.062983893,1.114848,470,2.672097858,477,2.678518379,14.39,,0.415829,0.011378,0.119928,-0.042529,0.002104
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00015500,27-12-2019,15.5,1.190331698,P,A,2.35,0.371067862,1.75,0.243038049,2.05,0.311753861,1.189362,69,1.838849091,102,2.008600172,14.39,,-0.573759,0.011294,0.11368,-0.04512,-0.003624
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00016000,27-12-2019,16,1.204119983,C,A,0.95,-0.022276395,0.64,-0.193820026,0.795,-0.099632871,1.18992,226,2.354108439,962,2.983175072,14.39,,0.375986,0.011071,0.109331,-0.044134,0.001897
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00016000,27-12-2019,16,1.204119983,P,A,2.31,0.36361198,2.1,0.322219295,2.205,0.343408594,1.015693,625,2.795880017,431,2.63447727,14.39,,-0.659357,0.01051,0.12455,-0.035884,-0.003977
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00016500,27-12-2019,16.5,1.217483944,C,A,0.75,-0.124938737,0.41,-0.387216143,0.58,-0.236572006,1.111877,594,2.773786445,335,2.525044807,14.39,,0.311671,0.010316,0.109023,-0.038421,0.001605
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00016500,27-12-2019,16.5,1.217483944,P,A,2.73,0.436162647,2.54,0.404833717,2.635,0.42078062,1.067572,26,1.414973348,332,2.521138084,14.39,,-0.699429,0.010046,0.112424,-0.035733,-0.00424
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00017000,27-12-2019,17,1.230448921,C,A,0.59,-0.229147988,0.45,-0.346787486,0.52,-0.283996656,1.161821,1344,3.128399269,575,2.759667845,14.39,,0.278652,0.009797,0.099089,-0.038109,0.001434
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00017000,27-12-2019,17,1.230448921,P,A,3.45,0.537819095,2.94,0.46834733,3.195,0.504470862,1.236936,335,2.525044807,405,2.607455023,14.39,,-0.704842,0.010174,0.096194,-0.041106,-0.004442
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00017500,27-12-2019,17.5,1.243038049,C,A,0.54,-0.26760624,0.41,-0.387216143,0.475,-0.32330639,1.215362,152,2.181843588,284,2.45331834,14.39,,0.252055,0.00931,0.09002,-0.03787,0.001295
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00017500,27-12-2019,17.5,1.243038049,P,A,3.7,0.568201724,3.35,0.525044807,3.525,0.547159121,1.161061,1,0,78,1.892094603,14.39,,-0.762236,0.008889,0.091945,-0.03446,-0.004642
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00018000,27-12-2019,18,1.255272505,C,A,0.6,-0.22184875,0.4,-0.397940009,0.5,-0.301029996,1.33662,267,2.426511261,456,2.658964843,14.39,,0.245747,0.009186,0.080756,-0.041072,0.001248
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00018000,27-12-2019,18,1.255272505,P,A,4.15,0.618048097,3.8,0.579783597,3.975,0.599337133,1.196141,31,1.491361694,246,2.390935107,14.39,,-0.788974,0.008229,0.083484,-0.033143,-0.004796
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00018500,27-12-2019,18.5,1.267171728,C,A,0.6,-0.22184875,0.31,-0.508638306,0.455,-0.341988603,1.375062,39,1.591064607,83,1.919078092,14.39,,0.223834,0.008723,0.074547,-0.040117,0.001137
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00018500,27-12-2019,18.5,1.267171728,P,A,4.65,0.667452953,4.25,0.62838893,4.45,0.648360011,1.251572,1,0,138,2.139879086,14.39,,-0.80655,0.008323,0.07579,-0.032902,-0.004944
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00019000,27-12-2019,19,1.278753601,C,A,0.6,-0.22184875,0.18,-0.744727495,0.39,-0.408935393,1.375062,56,1.748188027,120,2.079181246,14.39,*,0.196282,0.008075,0.069007,-0.03713,0.001002
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00019000,27-12-2019,19,1.278753601,P,A,5.3,0.72427587,4.55,0.658011397,4.925,0.692406235,1.251572,20,1.301029996,70,1.84509804,14.39,*,-0.834309,0.007624,0.068827,-0.029767,-0.00504
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00019500,27-12-2019,19.5,1.290034611,C,A,0.61,-0.214670165,0.18,-0.744727495,0.395,-0.403402904,1.375062,32,1.505149978,173,2.238046103,14.39,*,0.171524,0.007424,0.063447,-0.034133,0.00088
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00020000,27-12-2019,20,1.301029996,C,A,0.4,-0.397940009,0.17,-0.769551079,0.285,-0.54515514,1.375062,111,2.045322979,637,2.804139432,14.39,*,0.149406,0.006784,0.057972,-0.031184,0.00077
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00020000,27-12-2019,20,1.301029996,P,A,6.3,0.799340549,5.45,0.736396502,5.875,0.769007871,1.251572,10,1,123,2.089905111,14.39,*,-0.880249,0.006188,0.055427,-0.023737,-0.005115
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00020500,27-12-2019,20.5,1.311753861,P,A,6.8,0.832508913,5.85,0.767155866,6.325,0.80106053,1.251572,1,0,185,2.267171728,14.39,*,-0.898952,0.005481,0.049208,-0.020938,-0.005094
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00021000,27-12-2019,21,1.322219295,C,A,0.45,-0.346787486,0.15,-0.823908741,0.3,-0.522878745,1.375062,49,1.69019608,221,2.344392274,14.39,*,0.112371,0.00557,0.047598,-0.025598,0.000584
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00021000,27-12-2019,21,1.322219295,P,A,7.2,0.857332496,6.5,0.812913357,6.85,0.835690571,1.251572,4,0.602059991,194,2.28780173,14.39,*,-0.914924,0.00481,0.043445,-0.018344,-0.005051
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00021500,27-12-2019,21.5,1.33243846,P,A,7.6,0.880813592,6.8,0.832508913,7.2,0.857332496,1.251572,1,0,49,1.69019608,14.39,*,-0.928832,0.004169,0.038114,-0.015942,-0.004961
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00022000,27-12-2019,22,1.342422681,C,A,0.29,-0.537602002,0.08,-1.096910013,0.185,-0.732828272,1.375062,19,1.278753601,146,2.164352856,14.39,*,0.083655,0.004485,0.038331,-0.02061,0.000438
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00022000,27-12-2019,22,1.342422681,P,A,9.15,0.961421094,6.85,0.835690571,8,0.903089987,1.251572,14,1.146128036,35,1.544068044,14.39,*,-0.940561,0.003576,0.033305,-0.013774,-0.004848
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227P00022500,27-12-2019,22.5,1.352182518,P,A,9.4,0.973127854,7.4,0.86923172,8.4,0.924279286,1.251572,1,0,39,1.591064607,14.39,*,-0.950748,0.003031,0.028921,-0.011795,-0.004688
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00023000,27-12-2019,23,1.361727836,C,A,0.32,-0.494850022,0.1,-1,0.21,-0.677780705,1.375062,4,0.602059991,65,1.812913357,14.39,*,0.061736,0.003553,0.030367,-0.016325,0.000325
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00025000,27-12-2019,25,1.397940009,C,A,0.3,-0.522878745,0.09,-1.045757491,0.195,-0.709965389,1.375062,144,2.158362492,232,2.365487985,14.39,*,0.032922,0.002143,0.018317,-0.009845,0.000175
UVXY,NYSEArca,12-12-2019,14.45,UVXY  191227C00030000,27-12-2019,30,1.477121255,C,A,0.25,-0.602059991,0.04,-1.397940009,0.145,-0.838631998,1.375062,163,2.212187604,661,2.820201459,14.39,*,0.006324,0.00052,0.004441,-0.002386,0.000034
UVXY,NYSEArca,12-12-2019,14.45,UVXY  200103P00011500,03-01-2020,11.5,1.06069784,P,A,0.43,-0.366531544,0.05,-1.301029996,0.24,-0.619788758,0.928116,55,1.740362689,147,2.167317335,14.39,*,-0.134817,0.007926,0.066425,-0.016125,-0.001238
UVXY,NYSEArca,12-12-2019,14.45,UVXY  200103C00012000,03-01-2020,12,1.079181246,C,A,2.96,0.471291711,2.56,0.408239965,2.76,0.440909082,0.928116,20,1.301029996,1,0,14.39,,0.820087,0.009267,0.080003,-0.019985,0.005449
UVXY,NYSEArca,12-12-2019,14.45,UVXY  200103P00012000,03-01-2020,12,1.079181246,P,A,0.63,-0.200659451,0.12,-0.920818754,0.375,-0.425968732,0.928116,31,1.491361694,40,1.602059991,14.39,*,-0.179913,0.009267,0.080003,-0.019406,-0.001776
UVXY,NYSEArca,12-12-2019,14.45,UVXY  200103C00012500,03-01-2020,12.5,1.096910013,C,A,2.49,0.396199347,2.14,0.330413773,2.315,0.364550995,0.849489,49,1.69019608,15,1.176091259,14.39,,0.783632,0.010361,0.097719,-0.020436,0.005401
UVXY,NYSEArca,12-12-2019,14.45,UVXY  200103C00013000,03-01-2020,13,1.113943352,C,A,2.19,0.340444115,1.88,0.274157849,2.035,0.308564414,0.901641,57,1.755874856,93,1.968482949,14.39,,0.717149,0.011951,0.106196,-0.02489,0.004994
UVXY,NYSEArca,12-12-2019,14.45,UVXY  200103P00013000,03-01-2020,13,1.113943352,P,A,0.94,-0.026872146,0.48,-0.318758763,0.71,-0.148741651,0.96597,56,1.748188027,5155,3.71222867,14.39,,-0.290729,0.012006,0.100881,-0.026466,-0.0027
